,arpu_9
10062,321.789
11092,283.63
8749,559.831
1979,84.94
8002,49.686
6014,0.0
20591,225.177
17849,508.923
15594,234.57
21050,380.667
8079,112.862
17329,37.091
20713,134.968
20558,384.679
14804,109.578
2399,287.625
17203,616.932
12577,0.22
2608,578.878
6921,353.448
4736,61.3
17960,217.861
18908,86.732
3117,105.8
2123,290.828
7566,66.984
11878,116.453
22427,394.746
22566,212.163
13729,780.668
16968,637.281
7561,661.294
16048,118.877
20550,-35.66
7688,886.846
9149,196.216
2052,107.32
9440,50.096
11029,255.568
21679,385.287
2256,112.14
2723,466.378
5306,0.01
16651,462.882
6830,330.524
6898,33.898
18629,650.684
10407,368.298
21455,550.833
22144,249.887
3373,210.832
6807,7.184
14443,89.277
17624,0.01
1046,396.405
19373,394.404
2282,288.787
16833,108.353
14583,280.481
12484,408.94
3664,137.406
4364,415.967
14668,93.487
16957,661.51
16187,4.0
8760,78.136
18327,84.496
17267,490.543
2089,162.89
9130,29.675
12021,306.361
1839,250.885
14942,141.187
132,539.936
21210,200.666
507,117.298
17086,802.951
9757,568.919
17416,223.699
10912,49.164
12177,332.956
11801,61.789
3637,89.586
22603,560.223
8888,202.21
6065,136.835
6409,103.337
17447,233.474
13068,151.699
16278,199.441
20865,79.482
16650,2.0
22973,641.937
11707,234.765
22684,131.938
5351,84.814
15466,345.53
9380,173.047
10567,365.584
17262,173.174
19440,345.62
18256,46.07
20338,169.378
5520,389.773
8081,549.974
12100,400.778
21684,381.367
21181,1.58
3778,204.048
16026,355.081
6680,47.021
10501,58.232
8745,62.597
16302,708.509
12919,11.211
14199,58.431
315,345.511
15775,336.371
1493,325.236
17982,121.76
5122,708.293
16122,54.426
20160,592.244
9239,220.216
11472,129.414
7802,32.26
15640,338.251
3527,122.169
22005,277.668
15748,58.942
178,334.667
5852,135.046
9739,4.38
15541,302.745
2524,96.72
22283,74.007
3422,346.852
17625,321.257
17860,56.749
22314,222.992
10389,136.848
18468,66.202
9530,186.277
20251,601.752
2393,213.206
21771,268.161
21578,110.967
15442,222.912
4329,476.255
5361,341.941
12257,185.402
13734,271.753
8762,176.035
5914,362.538
4115,167.708
22096,291.056
21169,398.696
22187,508.468
940,229.288
16394,0.0
983,251.593
15842,310.112
3959,556.26
20417,310.091
400,273.211
16563,457.921
21329,209.973
9910,114.569
22689,261.675
13653,143.716
5028,499.22
1679,226.033
12175,603.37
10920,157.893
4269,613.559
16987,103.38
16939,9.54
88,832.143
14362,56.726
18430,255.604
16079,547.245
20228,239.063
10297,183.987
18987,69.45
14200,394.381
21399,236.575
19258,405.168
4131,707.082
755,260.228
11670,185.151
21919,88.639
8367,267.907
13605,136.844
19309,531.534
8969,162.885
18449,31.66
367,517.67
10807,616.975
21583,104.082
6279,203.961
22595,215.355
15539,204.606
22071,84.58
17944,285.321
4875,2.04
16179,176.964
8953,863.018
22051,139.32
11035,566.916
18431,0.19
6973,290.53
12769,14.066
21530,532.354
15120,271.504
5349,628.3
14814,398.748
6418,47.132
16450,110.469
16627,782.98
18291,528.918
18646,187.0
16925,114.016
5607,499.372
19485,250.727
2690,98.47
12198,3.179
17001,64.88
3414,124.719
3822,280.785
11585,264.95
17002,258.646
16388,213.291
8622,47.605
13571,803.271
11981,653.486
16201,387.919
4619,362.358
17065,39.497
5900,228.112
12552,680.53
17716,144.531
13959,691.567
15031,290.405
22808,132.534
20376,432.299
8273,386.656
6300,202.741
3035,32.931
8783,266.246
14290,145.792
9493,288.588
5417,110.28
21970,144.891
14932,80.596
3605,379.907
7331,151.712
21536,306.396
3944,254.362
2660,355.205
14984,207.532
3076,139.014
22337,0.48
2021,143.74
1338,22.749
13868,296.506
388,0.0
11498,78.382
19710,356.51
5293,25.984
10203,233.442
5745,710.488
10317,2.099
22215,102.949
9750,327.956
11063,68.872
15173,370.437
9043,197.813
3136,95.06
6493,64.666
155,828.064
2481,634.293
7219,378.122
15629,59.029
16464,259.426
1632,319.659
7283,551.62
3052,76.555
9085,223.706
6430,338.086
4443,608.505
21030,240.453
22753,109.214
22537,41.866
8413,383.724
2147,232.268
22466,283.272
10748,129.377
15211,284.231
3874,49.075
1203,689.882
5539,39.53
2225,37.867
22475,65.693
21289,342.447
5663,97.16
9000,52.14
2006,332.786
18759,62.236
14759,776.193
15906,59.312
14704,425.16
8184,562.83
8995,159.606
5230,27.25
5949,218.782
10746,328.455
13145,0.0
22885,73.36
13370,62.947
20974,148.285
19400,287.794
4530,103.682
22986,192.717
17650,29.231
13771,70.01
9114,62.733
7871,207.615
939,91.577
16757,94.903
15053,43.151
13259,21.25
1913,309.171
22411,229.251
14236,53.078
19242,0.0
11228,101.331
10319,106.867
1461,114.87
6615,298.564
15020,387.046
5011,199.343
22716,810.753
20948,232.164
2744,497.444
15805,347.172
19711,208.936
5175,42.516
18442,414.425
7384,178.132
2086,114.588
2367,53.253
14069,79.7
5557,237.306
20536,683.258
17586,347.534
10991,53.366
11645,781.551
10926,30.109
17096,277.852
803,77.982
14988,192.143
17419,38.71
19300,70.06
14848,213.801
19342,105.962
16275,47.18
6758,266.045
19166,0.0
12034,501.167
11756,26.7
4255,112.815
11621,131.126
17010,387.88
11815,101.4
6925,379.524
20697,271.32
12029,212.6
13596,178.396
18429,155.2
5086,23.417
18279,118.792
4449,0.0
20526,92.593
16933,75.759
11578,175.147
9798,290.509
15957,388.728
22041,436.425
9263,148.296
11780,0.0
22336,57.814
6941,352.419
7888,207.364
21866,778.331
13280,294.286
1600,0.0
10512,51.654
8973,195.769
8734,754.282
21078,728.915
11209,494.796
8557,353.522
10950,30.5
17644,703.618
7436,686.587
877,415.004
1980,10.25
5259,317.512
11394,266.098
20670,43.408
5142,59.496
20609,140.855
13661,299.169
10649,752.236
15240,256.136
5460,273.519
13335,422.69
20078,191.404
2297,92.718
660,4.64
16482,182.461
18544,628.031
5702,537.268
4607,163.283
17963,435.001
14675,370.961
13055,385.788
18476,660.474
51,148.236
12584,284.742
14823,30.13
19654,5.75
2202,217.911
8284,220.993
6324,403.582
5951,207.072
3852,680.395
22692,189.503
19689,59.596
15467,650.887
18330,246.76
13585,158.726
14246,2.0
16267,585.774
8723,133.791
10350,229.709
1237,255.533
17174,163.766
1958,288.5
22281,36.85
16041,1.75
19442,273.073
8114,0.0
13618,505.816
18751,147.696
6554,170.69
13498,166.601
8667,64.012
1596,195.944
19795,534.616
11477,20.159
8440,0.14
11880,226.393
7635,-0.11
22860,510.838
16195,272.489
12350,714.422
14741,235.676
21287,80.984
17670,381.515
12699,0.08
10362,119.845
13656,35.928
8397,52.213
16405,293.29
17083,528.859
20137,73.627
20900,35.773
21313,224.543
18481,248.878
3014,249.387
21789,274.37
19060,607.601
11102,219.98
18819,435.659
4966,58.146
6762,17.943
5860,40.691
1236,746.665
21283,0.0
10470,771.265
19653,57.816
13086,269.148
9212,171.896
5507,302.254
20508,716.328
19044,95.827
11107,46.258
14176,48.378
19337,443.268
5646,514.388
12017,197.205
19778,123.826
9240,149.407
22758,653.166
15673,28.245
2028,53.966
18407,152.4
12061,2.66
3494,452.336
6428,112.703
12441,55.127
13542,37.505
11946,648.962
11634,329.45
17003,252.331
9313,122.355
18988,63.076
13448,389.972
19973,30.776
18829,290.59
11787,269.75
11817,23.997
3760,283.814
18163,72.68
9095,144.181
11957,1.5
9766,646.172
19580,255.724
6454,63.264
9061,62.208
6603,625.904
18517,53.849
7476,212.125
14530,441.047
8713,48.07
18816,131.38
14405,151.375
4748,59.296
22601,209.194
22953,127.56
4339,92.096
8023,166.892
13258,698.516
13048,195.055
10101,617.047
1194,257.999
8786,309.3
12435,116.667
15328,160.966
13810,224.397
5877,269.949
13018,201.516
1065,228.017
17425,35.04
15702,138.014
17616,226.813
495,61.4
9748,54.124
6853,267.951
5719,487.237
19376,658.168
6510,633.175
7135,1.46
15945,116.54
14754,168.061
10339,83.536
4835,63.056
11650,1.91
13964,698.192
7105,164.409
2829,226.939
14214,169.932
16951,518.3
868,593.944
17731,298.492
12511,92.01
18697,230.457
17918,403.599
12581,446.346
18206,0.0
14581,148.498
8027,455.674
11505,520.941
12196,124.223
7619,92.749
1294,105.355
7234,307.378
11488,634.134
16181,605.092
8123,244.882
13731,244.786
21009,413.738
14158,299.2
22515,147.596
19734,29.562
19234,20.0
12888,47.049
3124,145.493
21901,119.18
17909,7.0
10935,201.817
2653,824.71
19415,390.03
11652,674.204
16300,191.617
5294,366.384
14663,133.379
14123,282.979
3440,115.695
15581,408.269
6421,727.9
14116,182.887
12067,152.96
6665,115.799
22007,420.587
20168,0.0
4293,712.513
20427,263.721
21655,134.319
16419,488.508
13332,154.942
6467,235.39
4243,213.254
1417,174.78
1365,688.828
14902,376.754
2406,74.527
11214,363.738
7341,97.373
20775,114.327
3933,160.815
2277,17.121
21066,249.437
8884,145.567
2975,86.057
10540,200.937
15168,302.399
13059,447.777
20348,275.006
14505,305.745
20644,535.445
8817,63.5
16761,265.454
3662,146.806
16528,193.806
1651,252.434
5815,71.03
5643,509.443
7292,417.011
19220,492.776
13646,264.114
6813,754.256
515,576.052
1560,35.18
13321,6.832
5145,544.425
2540,455.89
16028,32.88
21220,131.298
7422,261.7
21510,632.266
17726,29.61
11398,256.74
20973,255.986
20805,516.428
8526,318.672
6379,125.876
7156,294.652
13431,150.655
3547,77.54
3464,95.606
15281,488.755
18952,264.4
4043,863.598
8321,117.286
7255,394.981
12992,155.752
7164,132.824
22895,93.504
12955,159.292
2232,122.397
20760,494.226
13862,135.766
19797,337.915
21776,33.256
1049,612.954
20857,39.78
21897,103.559
4634,170.784
17248,164.571
21952,235.101
10685,260.047
4344,188.26
784,736.657
11204,86.874
19298,266.324
6846,268.286
19431,638.231
6542,478.171
9467,386.451
22036,143.846
12049,128.725
13054,535.716
10973,331.04
11376,6.78
3551,419.704
3650,102.709
12759,361.87
19392,348.833
12644,10.346
14361,291.454
21938,527.975
20466,26.416
14229,164.0
7032,474.622
3835,66.952
21232,149.101
19331,694.192
4561,236.162
17105,152.94
3009,180.807
736,205.539
20677,2.25
18919,304.139
1710,728.137
13733,128.747
19388,167.656
20648,144.811
16050,125.71
3514,720.535
5717,178.2
19399,152.64
18572,176.975
20398,124.507
3766,136.488
19840,218.404
4694,24.0
5174,161.433
7197,350.648
1507,16.891
8654,244.729
11162,384.098
876,274.265
7843,157.42
20762,1.94
17561,271.847
9977,74.269
7455,460.258
13007,426.786
2503,461.285
20495,214.144
397,216.721
21365,66.29
22020,850.42
22752,131.616
18479,447.202
20350,44.572
5064,480.229
13454,275.936
21700,229.579
8080,482.374
18487,214.835
1761,387.235
6354,169.038
8198,264.659
18371,339.861
5696,752.591
6219,765.52
19943,326.782
2717,70.035
1658,48.325
1645,489.279
14331,387.833
765,60.531
13837,325.43
12022,95.351
8792,186.61
9986,236.656
11962,665.855
2101,130.748
5929,499.851
7944,344.236
13508,86.2
14281,425.103
2405,517.308
5635,471.72
11089,250.593
12308,124.708
18886,176.849
16525,123.0
4327,324.669
14088,233.959
19083,18.163
2446,280.44
7453,792.901
14094,0.0
17502,21.87
21130,426.948
16034,41.68
6003,266.005
22577,12.4
10331,326.578
3202,820.643
15192,175.756
1551,83.662
15584,521.532
9969,124.236
11828,373.694
18220,603.2
5861,165.16
15680,262.888
12831,79.63
4169,649.847
15151,118.696
9858,601.929
11604,202.364
8238,263.314
20253,35.414
13313,94.657
10398,147.91
10528,89.461
3286,14.55
13242,191.897
3980,95.2
14173,92.453
5052,544.397
2081,193.774
1973,42.663
22493,183.598
17349,0.0
22623,321.54
20945,58.69
6397,157.034
8311,0.0
20759,326.959
15971,266.753
5917,197.078
8157,497.02
22526,104.723
4156,376.534
10426,165.006
20083,100.628
16238,135.278
20940,568.932
3266,155.503
19674,291.841
20037,380.178
833,89.796
18770,28.112
14521,427.523
19912,217.032
20748,0.0
9423,509.639
2012,389.163
554,703.716
4680,48.569
12224,211.544
19482,68.1
10515,250.507
4595,124.991
14959,233.358
16604,69.142
22148,285.356
22163,98.77
609,18.157
3433,141.03
17357,229.313
20340,785.494
22147,177.492
12929,141.07
13467,37.358
15750,336.58
12258,13.0
9448,713.524
5470,92.396
7661,481.513
8629,438.239
11243,742.979
16086,660.139
6483,0.0
3102,69.216
18897,492.635
20554,374.762
9088,194.383
11906,19.95
5261,171.701
20161,119.83
5831,69.25
22908,334.72
12788,355.823
3888,17.37
11930,280.054
6163,111.996
8353,21.75
18556,252.968
12679,784.036
16025,363.018
619,15.921
22803,686.294
4128,223.017
7188,211.615
118,1.05
570,87.595
13107,302.574
7218,853.703
5236,692.626
10555,66.281
11532,306.503
7152,110.364
17347,119.221
18390,394.239
251,105.192
10547,109.04
12466,215.46
6443,235.238
14551,239.871
1394,213.267
17412,600.499
13664,296.556
5071,248.666
10282,145.876
19327,318.18
6078,170.634
13033,62.23
17938,9.779
22171,427.987
13859,21.664
15733,109.796
279,400.217
17189,563.207
5811,599.371
17990,328.198
12110,280.011
8134,330.742
8047,93.672
7420,18.167
12095,0.0
5252,97.377
6662,237.896
15697,360.218
18923,504.245
6504,414.926
9692,518.897
19040,0.0
754,395.492
16670,94.313
20416,63.517
4511,0.0
261,155.146
11693,213.799
11470,185.394
9664,90.485
4328,125.154
4570,52.296
2160,128.716
651,50.648
8477,472.004
13433,423.7
12691,744.704
12106,225.222
22880,550.106
21767,309.198
1611,213.856
22508,220.318
19572,210.05
20156,133.535
1975,225.73
4069,220.013
7184,47.017
1132,517.824
20483,484.958
6529,160.787
12142,259.196
14393,473.016
22311,141.537
12075,369.401
8402,0.0
8267,258.12
20935,202.671
15878,134.813
20888,0.0
14960,26.414
22793,216.51
2943,407.204
7000,351.68
14334,262.228
5394,416.464
10853,90.791
8419,241.094
13349,362.921
12338,80.548
15803,460.478
9646,192.832
3742,114.88
6357,127.769
15928,328.13
7680,90.235
20113,37.702
3738,698.624
5139,32.599
8813,1.013
10597,82.729
5,163.426
1255,205.876
8088,468.807
13340,52.811
1996,5.6
1601,256.519
11504,363.256
15865,107.408
7726,144.822
13603,4.77
16024,150.892
8387,185.72
4067,190.758
15974,167.578
14770,28.596
13766,258.468
20854,47.89
20413,151.699
16611,27.32
3135,0.0
7405,516.942
20300,243.167
13447,108.829
17983,182.606
16693,315.212
1650,97.469
22213,48.28
16574,390.291
5637,387.464
15432,431.781
20061,30.566
16370,162.361
16318,104.769
7881,445.741
3672,278.661
12509,186.0
14202,296.766
2846,814.486
6499,148.064
1859,311.546
10698,401.347
14919,154.19
17460,286.896
20479,135.341
343,43.507
13749,171.856
6967,194.427
7591,74.26
11722,76.317
6789,160.596
15155,225.83
15509,378.596
6139,398.98
4603,495.408
1221,251.281
19260,129.11
18265,74.368
18563,174.791
5159,264.0
7351,94.02
4417,280.839
10616,136.237
3186,641.035
7165,212.222
13087,282.524
13907,120.596
11136,687.45
3442,123.661
4687,142.53
14688,629.882
22591,117.652
20281,386.231
4480,314.921
13969,736.051
8462,42.114
553,277.192
4812,236.444
2419,211.328
8449,30.054
10814,587.826
14796,689.055
21778,15.1
5924,236.902
15193,503.986
2164,592.232
22081,212.243
12097,772.375
11017,264.648
1764,240.685
7596,315.567
9044,31.166
14469,160.526
7892,48.851
22883,86.123
16674,129.39
3010,26.395
18269,289.34
2810,550.396
2701,41.892
22764,86.496
6196,57.105
21063,507.41
21326,0.0
8305,58.736
13074,117.61
21843,19.283
13796,452.368
18663,133.089
19161,166.514
16319,198.772
21173,188.978
20274,420.72
22023,116.46
19646,87.2
8188,112.676
11559,161.165
2865,350.973
13643,117.303
2901,15.8
5091,151.5
9902,434.923
3408,302.34
15871,346.935
3798,148.311
849,252.949
11797,502.938
1433,70.401
18658,233.058
1876,448.814
20386,73.581
12180,198.36
13623,307.249
7917,17.578
12076,52.075
3103,131.193
4411,506.207
593,178.402
22975,0.0
5096,757.818
2905,377.328
18001,201.646
1802,243.201
17703,242.235
4801,89.682
22621,241.349
1572,103.746
8949,222.308
11625,202.5
4741,95.527
12896,103.36
18744,173.146
10121,89.776
3716,441.196
18250,124.74
10683,125.391
18543,83.556
17791,523.89
1610,238.29
5078,296.858
6438,172.689
22845,542.686
19250,302.54
17123,16.87
17591,879.384
11043,17.763
5034,648.277
11697,242.362
18955,339.092
2432,89.168
4122,117.763
8674,169.614
9126,340.719
17964,56.007
4225,292.767
15746,106.892
16785,43.86
10147,220.161
1273,432.759
20966,2.5
20723,383.187
19879,97.354
5533,761.623
576,112.96
2822,225.982
6613,67.096
7607,161.951
8500,246.98
17694,800.629
7739,14.403
12404,291.966
15549,187.407
20229,846.403
8361,412.942
19696,36.47
19939,0.2
6280,374.918
14476,0.0
20569,421.47
6847,48.705
5952,74.99
6094,13.656
11424,120.49
2545,436.191
8100,305.09
14835,339.471
14794,748.133
10015,236.629
3056,133.461
18062,51.916
14386,49.276
8927,57.28
17012,52.42
22746,246.198
8892,22.5
10831,244.73
20722,12.29
15669,168.322
20880,193.153
3428,19.879
10722,192.525
9058,108.987
15144,222.063
2635,116.87
3942,863.826
19954,366.631
21150,304.774
13890,0.55
2930,528.279
22853,800.195
488,42.64
2637,188.245
19543,140.323
8217,361.688
13024,83.777
17230,26.37
4832,26.416
7535,575.574
10003,220.987
18504,250.326
11353,165.972
19633,27.606
15264,211.841
17272,132.359
19196,42.469
15937,418.002
5603,5.83
12272,395.799
7817,115.184
13011,310.123
5729,169.405
15501,440.749
19716,214.95
17056,758.331
6302,116.086
16169,636.966
6138,180.621
15048,118.191
20583,298.847
13070,12.65
9171,115.985
5309,477.384
15025,516.003
4057,312.5
22959,447.679
5806,725.386
13988,705.023
2494,203.58
21977,0.0
11714,500.568
3251,60.804
1176,264.923
17668,60.832
12695,54.372
15925,0.0
21186,89.147
4766,308.752
5731,336.409
11490,427.816
446,370.106
6765,273.8
14070,293.796
21698,182.447
665,178.775
12940,100.64
4017,557.154
8312,205.94
11668,84.193
2596,54.925
338,635.706
4715,169.656
4153,161.466
22446,122.664
762,69.225
552,359.707
3513,129.466
629,261.188
17251,94.562
2522,87.296
5215,322.698
22140,287.269
19934,235.262
21433,3.0
13283,332.11
10250,583.521
22123,176.702
17582,93.965
20009,0.0
8377,48.0
957,417.96
1767,289.84
19168,610.984
22606,340.753
10918,349.791
94,184.498
22436,757.197
11057,160.831
22195,3.252
9281,116.497
2413,363.472
8697,140.666
6969,59.195
1950,90.866
13857,338.253
20570,268.198
8858,109.252
20346,257.581
10098,378.511
19672,34.641
6667,236.669
14838,45.46
2784,41.776
16841,788.889
6238,282.901
1576,348.035
2415,528.654
17529,76.649
10169,432.343
12340,71.489
1138,62.996
9213,51.4
2410,642.256
10191,92.617
5165,642.948
21038,188.0
20277,276.324
14607,150.401
19267,269.933
2764,109.765
3643,171.876
4059,9.434
14506,216.679
299,50.288
6414,633.647
22032,419.555
15751,417.282
13743,8.915
17980,167.071
398,119.144
14356,18.55
12491,3.0
1860,59.664
2485,425.257
22054,306.677
7364,824.595
2380,253.77
4909,112.333
1726,711.333
4612,283.737
17168,188.766
783,38.077
12459,847.518
13461,228.426
6077,75.206
18081,206.732
11561,409.023
2796,397.775
9614,555.801
12744,80.237
352,188.356
13588,146.19
5865,354.938
8124,241.039
17629,121.713
16966,46.222
16298,381.594
7204,642.039
16504,774.996
6,170.826
9235,58.7
7138,187.118
12913,300.52
6902,157.597
4867,73.667
6839,298.163
16288,4.24
20406,103.246
13831,142.135
9835,99.108
14978,181.926
11920,292.104
22021,847.546
5410,328.963
8952,324.51
11276,318.754
7835,283.548
16652,401.041
1841,229.114
8116,147.899
20969,324.791
9824,590.673
3438,332.428
298,467.154
6441,19.84
1309,118.129
20288,270.121
6174,250.978
15563,722.901
17050,284.298
16688,100.219
20122,366.205
9343,109.256
1641,574.376
16662,790.031
17868,450.77
14499,273.27
16827,42.151
13363,59.606
3797,0.0
6222,355.297
3092,41.482
22831,379.067
11873,218.666
13604,173.441
6112,153.342
11536,348.717
21816,72.403
13118,0.0
2026,11.564
8407,303.281
13693,241.987
3583,771.061
6341,228.205
819,281.124
1742,17.44
8676,599.169
22871,113.439
15285,431.827
5074,45.724
6445,20.735
4459,375.572
7701,768.078
8342,286.979
22964,144.914
21958,44.321
13668,26.424
7041,175.667
12488,305.34
1816,662.135
21308,633.766
14531,69.401
16614,310.288
19011,44.486
10009,41.096
16581,120.493
22302,408.376
11953,0.0
11342,576.516
7781,108.469
16043,121.715
14628,86.964
3938,389.653
10482,63.25
13034,280.395
919,181.823
17161,313.39
14360,29.893
9971,55.547
14274,56.081
6804,25.54
6031,476.293
19773,242.731
18910,210.098
18004,223.356
13293,111.237
18136,128.732
9465,146.152
18757,76.286
6327,543.334
4263,259.704
19658,174.813
891,167.98
12002,334.827
12876,438.876
15656,201.631
7251,128.8
10201,42.936
10208,97.897
14673,195.42
18944,347.742
15278,147.297
1886,122.628
21251,135.532
13794,11.85
5001,612.114
20218,4.6
22717,198.285
19561,726.403
16572,375.018
21223,227.772
5968,35.389
13318,432.825
19667,114.883
15353,28.614
5199,344.492
3995,185.279
18837,30.799
17883,227.629
21165,134.844
17195,253.531
1392,496.443
2035,215.533
11139,200.56
1845,122.414
12447,168.451
6855,0.0
982,245.863
9246,365.967
12962,164.743
18298,82.984
5182,427.66
10879,97.394
5841,252.943
17817,668.229
894,141.805
14831,577.724
22520,398.664
14844,180.944
20184,163.336
1438,0.0
2806,101.854
16220,169.608
22910,126.131
13955,163.099
13948,370.266
8851,90.532
17006,331.931
15341,381.868
16422,240.751
16545,301.439
18523,763.599
17061,258.57
472,416.005
22866,171.576
3097,0.21
22850,264.001
230,70.824
15941,274.72
19146,34.975
20736,0.0
14686,155.582
2245,123.738
14447,88.244
22707,249.986
10865,202.384
11181,636.877
7200,609.653
2585,529.549
11033,628.228
676,31.56
22863,404.818
20295,243.733
8290,96.71
19923,69.986
8094,85.774
15838,493.547
19963,2.25
12943,205.423
20574,822.655
4304,158.896
15,55.577
7614,110.946
11375,69.094
10897,151.192
2561,146.212
10327,448.397
5130,79.941
21136,278.934
5499,94.321
16078,99.687
18019,293.925
22969,307.262
19698,216.804
283,47.92
15073,244.203
4512,412.642
2979,177.99
4991,547.253
17743,134.529
3152,77.522
15406,378.232
3435,438.042
21171,304.104
3962,241.766
15268,104.095
8668,298.669
13472,239.459
16585,293.198
12469,402.646
14850,96.808
19858,8.23
9962,238.233
10548,234.347
7870,168.306
11248,410.368
15062,51.837
2950,20.296
12204,405.0
20588,201.183
20326,281.977
21425,105.237
21822,67.702
19518,91.25
260,286.53
12711,25.216
2136,304.829
5827,102.283
19834,520.894
11484,40.72
4217,348.51
15141,468.207
18956,8.65
5561,365.664
3012,0.01
12637,609.728
1873,226.807
21803,213.684
9501,792.815
4912,260.598
7189,229.723
3642,569.312
1705,44.278
16386,194.682
10105,694.048
20899,169.598
4429,234.973
20375,633.089
19662,381.3
10829,551.487
10270,189.789
9559,326.316
18680,432.681
744,426.274
991,49.07
6642,197.481
21003,5.96
11910,585.275
20003,137.24
2913,109.607
4848,80.322
13543,528.277
12465,150.086
14353,291.363
15740,330.658
9513,698.414
13358,106.745
7993,469.004
8595,256.749
15630,0.0
3064,212.078
9393,72.608
14308,373.111
22282,23.93
22453,-0.4
4942,0.0
5544,415.302
6780,111.149
15204,33.772
3249,469.051
16950,191.264
18170,542.464
22900,300.156
21168,116.117
4054,427.405
1252,436.734
1712,203.671
17238,346.179
1343,32.021
8379,391.853
12266,244.469
20317,397.158
21242,98.067
17313,820.619
15763,793.852
510,116.011
10655,103.02
21359,453.17
15216,206.195
2588,523.585
577,119.2
22286,10.6
17128,710.9
11388,133.848
11362,388.336
1354,281.57
12293,11.5
11841,10.92
12524,0.0
16540,297.947
14180,43.025
11194,0.16
22664,396.78
22287,733.316
6532,416.676
18519,140.696
1519,156.771
20032,67.254
21411,0.34
5503,364.11
20875,277.634
4311,161.592
12731,637.496
16753,0.0
17930,-4.531
2261,293.152
16314,189.566
7123,122.72
1306,104.28
4360,312.118
9258,625.532
3018,192.553
18714,309.864
2312,224.569
7176,61.563
15427,152.196
20369,28.061
6119,206.463
8318,380.443
2947,176.899
22149,527.865
5408,418.495
19188,513.602
8057,90.227
21099,265.115
13203,159.901
10013,476.005
20412,504.541
2385,306.962
16466,106.488
14299,68.632
15826,229.85
5473,431.457
9144,85.78
19578,190.683
17110,2.69
10212,9.647
17619,0.0
815,593.596
10028,133.34
8437,277.216
10436,221.246
12012,352.711
7718,268.189
8701,268.051
19470,131.336
21592,9.18
8351,119.03
11303,53.027
6436,320.687
3467,186.086
438,239.002
8780,643.091
12327,122.096
3453,169.976
1397,38.68
15627,260.942
17046,130.239
9455,336.114
20048,135.943
2694,-11.337
9778,774.728
2099,82.524
10367,459.969
5633,390.6
469,546.31
4163,211.75
19280,69.509
708,0.0
18123,246.25
22178,148.68
1193,149.361
7276,303.605
12443,629.377
18575,852.257
15762,416.231
15791,808.804
5779,303.617
8261,185.529
6453,305.208
13023,91.824
21075,555.176
17552,236.009
684,335.517
1014,319.15
18299,226.501
11172,0.0
18997,166.606
12176,438.704
2358,173.885
17426,193.974
18980,282.293
10440,154.755
8075,119.214
22324,198.749
2134,317.241
5137,103.823
6837,577.999
7586,166.809
5389,172.298
15038,124.192
17103,112.305
18880,20.793
7773,285.296
683,108.454
18457,41.4
13808,3.0
374,180.134
5288,81.61
9726,759.806
1149,124.156
20020,354.888
22363,130.017
17832,872.754
20485,25.934
22383,563.446
15153,657.925
15135,242.17
10647,171.809
19484,94.716
19962,404.598
14363,159.845
21579,7.236
857,393.582
793,108.344
15014,272.933
21609,227.308
2511,177.485
1492,257.345
7974,417.348
22289,240.868
6389,94.005
17140,142.924
4335,498.185
11951,370.584
11475,289.526
11941,528.1
4333,347.435
14483,355.256
12215,322.441
5336,84.801
21147,60.433
10396,186.36
2669,743.472
6791,106.646
15198,314.098
9230,214.348
13131,30.885
13803,226.163
18478,131.351
8392,100.463
20821,17.454
1578,114.673
16428,9.112
15645,792.334
22954,54.5
3674,460.002
3628,245.439
17967,879.648
10454,336.747
5842,164.396
6262,2.78
4093,238.985
2728,311.683
14089,139.049
11117,216.35
5203,583.676
13418,519.306
8835,127.721
5559,339.877
15484,244.885
13516,79.2
22078,89.536
3503,200.526
21327,74.286
20789,150.147
19135,65.06
4910,94.958
18421,187.878
21870,36.58
1298,156.2
1731,127.206
11781,139.84
3444,728.277
22237,39.039
10953,134.766
5150,2.5
6865,1.0
1509,364.037
1275,134.509
18209,201.238
10704,650.582
19531,211.266
6976,169.624
3081,134.242
6385,64.506
14933,334.903
18243,94.726
2871,37.112
4490,500.439
14924,369.988
22468,338.738
22423,216.041
9194,85.378
12874,165.908
5177,564.662
6161,134.62
7590,236.233
15364,604.166
2899,101.95
9672,53.017
15725,394.794
16336,668.292
22592,0.0
2166,177.276
3734,123.219
18403,99.84
4864,845.508
4434,181.77
20011,32.131
19397,90.95
21942,25.304
7109,187.995
8699,634.565
2528,243.484
14194,64.826
22894,93.325
21978,7.086
18666,436.913
13314,222.373
19035,77.096
11177,125.151
7647,98.824
1332,57.371
15976,267.531
1416,536.811
10978,112.485
8958,155.377
4471,309.258
7312,10.4
1506,541.463
295,264.791
3948,203.341
3280,121.546
18239,202.152
13067,721.581
2466,343.449
15727,304.76
18607,328.202
11314,467.269
2167,162.619
1390,118.226
17069,281.324
19386,0.0
8181,647.3
19441,346.579
12364,313.96
19516,466.127
9143,70.596
2675,32.666
13147,660.035
3177,240.546
7287,53.278
16927,31.02
21234,208.329
22643,273.067
5529,50.07
22461,221.977
200,47.705
22494,203.449
17576,372.874
18902,724.176
18288,495.335
4400,211.282
8577,152.673
6268,228.41
16893,109.0
1929,274.645
16448,561.112
19562,459.914
13435,256.669
4198,818.044
6652,110.356
21312,442.494
8370,219.097
20734,529.13
8270,384.184
12079,482.549
1333,333.963
